MOP,language,text,length,rating_list,mean_rating,text_clean,mean_check
MOP2,en,"The administrative structure of Partnerships , with its heavy emphasis on co-ordinating different agencies , would in any case tend to inhibit the unorthodox .",22,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4]",3.8125,"the administrative structure of partnerships , with its heavy emphasis on co-ordinating different agencies , would in any case tend to inhibit the unorthodox .",3.8125
MOP2,en,We walked solemnly around Gloucester in and out of the Cathedral precincts while he told me about his childhood .,19,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4]",3.75,we walked solemnly around gloucester in and out of the cathedral precincts while he told me about his childhood .,3.75
MOP2,en,"By comparison , companies in the 20-50 jobs bracket suffer from neglect , they say .",13,"[4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 4, 4, 4]",3.78571428571,"by comparison , companies in the 20-50 jobs bracket suffer from neglect , they say .",3.7857142857142856
MOP2,en,Within a few days of writing my planning notes a reasonable ( by UK standards ) day dawned .,16,"[1, 4, 4, 4, 4, 4, 1, 4, 4, 4, 4, 4, 4]",3.53846153846,within a few days of writing my planning notes a reasonable ( by uk standards ) day dawned .,3.5384615384615383
MOP2,en,"Whether this autoantibody has direct pathogenic importance , as in Wegener's granulomatosis , remains to be determined .",15,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,"whether this autoantibody has direct pathogenic importance , as in wegener's granulomatosis , remains to be determined .",4.0
MOP2,en,"The incident received widespread television and press publicity , and prompted a civil rights march on 24 August from Coalisland to Dungannon .",21,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1]",3.76923076923,"the incident received widespread television and press publicity , and prompted a civil rights march on 24 august from coalisland to dungannon .",3.769230769230769
MOP2,en,"It contains a general index to magazine features , a recipe index and an index to recipes in our popular , step-by-step cookery series , Secrets of Success .",25,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,"it contains a general index to magazine features , a recipe index and an index to recipes in our popular , step-by-step cookery series , secrets of success .",4.0
MOP2,en,Anglers are blaming pollution for a fall in the numbers of fish in some sections of the Rivers Severn and Avon .,21,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,anglers are blaming pollution for a fall in the numbers of fish in some sections of the rivers severn and avon .,4.0
MOP2,en,"Robin Child absolutely refuses to grade , and when O-levels gave way to GCSE with all its internal coursework and marking , he rejected it .",23,"[4, 1, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4]",3.5,"robin child absolutely refuses to grade , and when o-levels gave way to gcse with all its internal coursework and marking , he rejected it .",3.5
MOP2,en,Does awareness of rates of obstetric interventions change practice ?,9,"[4, 4, 4, 4, 1, 4, 4, 4, 4, 4, 4, 1, 4, 4]",3.57142857143,does awareness of rates of obstetric interventions change practice ?,3.5714285714285716
MOP2,en,"Synergie Ultra-Gentle Eye Make-up Remover with extract of rose , is a light oil-free lotion with soothing properties , £2,99/200ml .",17,"[4, 4, 1, 4, 4, 4, 1, 4, 4, 4, 4, 4, 1, 4, 4, 4]",3.4375,"synergie ultra-gentle eye make-up remover with extract of rose , is a light oil-free lotion with soothing properties , £2,99/200ml .",3.4375
MOP2,en,"Stewart and Tait were more aware of the degradation of energy , moral as well as physical , and thus of the impermanence of the world .",24,"[4, 4, 1, 4, 4, 4, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4]",3.625,"stewart and tait were more aware of the degradation of energy , moral as well as physical , and thus of the impermanence of the world .",3.625
MOP2,en,This rule is subject to a number of exceptions ( see Chapter 5 ) .,12,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,this rule is subject to a number of exceptions ( see chapter 5 ) .,4.0
MOP2,en,Malcolm is collecting old 10p pieces on behalf of his daughter for the Kidney Transplant Association .,16,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,malcolm is collecting old 10p pieces on behalf of his daughter for the kidney transplant association .,4.0
MOP2,en,We are grateful to Ken Byron for setting up a much needed journal in Drama and Dance Education .,18,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,we are grateful to ken byron for setting up a much needed journal in drama and dance education .,4.0
MOP2,en,Cycling was also definitely related to gastro-oesophageal reflux .,8,"[4, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",3.8,cycling was also definitely related to gastro-oesophageal reflux .,3.8
MOP2,en,"True to this tone , Tom's tape is scientific analysis as opposed to bedtime bogeyman stories .",15,"[4, 1, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 4, 4]",3.57142857143,"true to this tone , tom's tape is scientific analysis as opposed to bedtime bogeyman stories .",3.5714285714285716
MOP2,en,"As was suggested in argument , that would indeed be to swallow the elephant and strain at the gnat .",18,"[4, 4, 1, 4, 1, 1, 4, 4, 1, 1, 1, 1, 1, 1, 1]",2.0,"as was suggested in argument , that would indeed be to swallow the elephant and strain at the gnat .",2.0
MOP2,en,"In desperation I took a typing course and moved fifty miles down the road to here , to the first job which would have me .",24,"[4, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",3.76923076923,"in desperation i took a typing course and moved fifty miles down the road to here , to the first job which would have me .",3.769230769230769
MOP2,en,At relevant moments Dr Banda waves his fly whisk .,9,"[4, 4, 4, 4, 4, 4, 4, 4, 1]",3.66666666667,at relevant moments dr banda waves his fly whisk .,3.6666666666666665
MOP2,en,Both were former members of the left-wing extremist Red Army Faction ( RAF ) .,12,"[4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",3.82352941176,both were former members of the left-wing extremist red army faction ( raf ) .,3.823529411764706
MOP2,en,But anyway ’ — her tone changed again — ‘ I'm grateful to you for your help . ’,13,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,but anyway ’ — her tone changed again — ‘ i'm grateful to you for your help . ’,4.0
MOP2,en,"Stokesley , indeed , possessing neither trade nor manufacturers , has no appearance of bustle or business , and is a place well adapted to retirement . ’",22,"[1, 4, 1, 4, 4, 4, 4, 4, 4, 4, 1, 1, 4, 4, 4]",3.2,"stokesley , indeed , possessing neither trade nor manufacturers , has no appearance of bustle or business , and is a place well adapted to retirement . ’",3.2
MOP2,en,"Although it is less damaging than the removal of bulbs and plants , consistent seed snatching can still effectively wipe out a species from a locality .",25,"[1, 4, 4, 4, 4, 4, 1, 4, 4, 4, 4, 4, 4, 4, 4]",3.6,"although it is less damaging than the removal of bulbs and plants , consistent seed snatching can still effectively wipe out a species from a locality .",3.6
MOP2,en,"Tickets from Sgt Gordon Parkin ( telephone 091567–6155 , ext. 6331 .",9,"[4, 4, 1, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4]",3.57142857143,"tickets from sgt gordon parkin ( telephone 091567–6155 , ext. 6331 .",3.5714285714285716
MOP2,en,"You think I'm joking about the Porsche , don't you ?",9,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,"you think i'm joking about the porsche , don't you ?",4.0
MOP2,en,They expressed their fury with the godly in lewd ballads that echo through Underdown's story .,15,"[1, 4, 4, 4, 1, 1, 1, 4, 4, 4, 4, 4, 4]",3.07692307692,they expressed their fury with the godly in lewd ballads that echo through underdown's story .,3.076923076923077
MOP2,en,Religion : Christianity ( Bulgarian Orthodox Church ) ; Islam practised by large Turkish and smaller Pomak minorities .,14,"[4, 4, 1, 1, 4, 4, 4, 4, 4, 4, 4, 1, 1, 1, 1, 4]",2.875,religion : christianity ( bulgarian orthodox church ) ; islam practised by large turkish and smaller pomak minorities .,2.875
MOP2,en,"‘ There's no Black Dog here , ’ said the doctor .",8,"[4, 4, 4, 1, 4, 4, 4, 4, 4, 4, 4, 4]",3.75,"‘ there's no black dog here , ’ said the doctor .",3.75
MOP2,en,"Learning a manipulative skill , such as typing , takes hours .",9,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,"learning a manipulative skill , such as typing , takes hours .",4.0
MOP2,en,Our communal phone is on the hallway wall by the front door .,12,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,our communal phone is on the hallway wall by the front door .,4.0
MOP2,en,"‘ They say you are a known homosexual ; we believe it , ’ added a third .",13,"[1, 4, 4, 1, 4, 4, 4, 4, 4, 1, 4, 4, 4]",3.30769230769,"‘ they say you are a known homosexual ; we believe it , ’ added a third .",3.3076923076923075
MOP2,en,A BALANCED CALCIUM INTAKE TODAY MEANS A HEALTHIER YOU TOMORROW,10,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,a balanced calcium intake today means a healthier you tomorrow,4.0
MOP2,en,"‘ I thought I might go to America and help the anti-draft students around the Army camps , ’ he said .",18,"[4, 4, 4, 4, 4, 1, 4, 4, 4, 4, 4, 4, 4, 4]",3.78571428571,"‘ i thought i might go to america and help the anti-draft students around the army camps , ’ he said .",3.7857142857142856
MOP2,en,Other people apart from yourself and the candidate who may need to be taken into account when fixing a schedule are :,21,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 1, 1, 4]",3.4375,other people apart from yourself and the candidate who may need to be taken into account when fixing a schedule are :,3.4375
MOP2,en,Her mouth had formed the words before she realised .,9,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,her mouth had formed the words before she realised .,4.0
MOP2,en,Water temperature : The usual temperature range of 72°–76°F .,8,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4]",3.75,water temperature : the usual temperature range of 72°–76°f .,3.75
MOP2,en,The first is a surface sore which starts off as a red mark .,13,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,the first is a surface sore which starts off as a red mark .,4.0
MOP2,en,"We are really struggling at this point in time , thinking , ‘ What are we doing , what are we about ? ’",18,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 1, 4, 4, 4]",3.6,"we are really struggling at this point in time , thinking , ‘ what are we doing , what are we about ? ’",3.6
MOP2,en,I don't think Chris and the band know each other well enough at the time .,15,"[4, 1, 4, 1, 1, 1, 1, 4, 4, 4, 4, 4, 4, 4]",2.92857142857,i don't think chris and the band know each other well enough at the time .,2.9285714285714284
MOP2,en,"‘ Donna , I said we should call the police .",8,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,"‘ donna , i said we should call the police .",4.0
MOP2,en,His description of their encounter conforms to the usual descriptions with the general's immense sense of presence and concomitant dramatic side-effects .,21,"[4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4]",3.72727272727,his description of their encounter conforms to the usual descriptions with the general's immense sense of presence and concomitant dramatic side-effects .,3.727272727272727
MOP2,en,"It likes damp , moist , airless places with a slightly more alkaline pH than is normally found in the vagina ( normally slightly acid ) .",22,"[4, 4, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4]",3.75,"it likes damp , moist , airless places with a slightly more alkaline ph than is normally found in the vagina ( normally slightly acid ) .",3.75
MOP2,en,Bongwater's Ann Magnuson carries the incandescent incense stick for the even ; Kim Gordon's a carcinogenic Zippo on full flame .,19,"[1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1]",1.27272727273,bongwater's ann magnuson carries the incandescent incense stick for the even ; kim gordon's a carcinogenic zippo on full flame .,1.2727272727272727
MOP2,en,But did you know that the preposterous programme had a ‘ Did you know ’ section that in the currency of football trivia proved rather less fraudulent .,25,"[1, 4, 4, 4, 1, 1, 1, 4, 4, 4, 4, 1]",2.75,but did you know that the preposterous programme had a ‘ did you know ’ section that in the currency of football trivia proved rather less fraudulent .,2.75
MOP2,en,"Now that she was looking closely , she realised that most of the rooms in the house had two doors .",19,"[4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 4, 4, 4, 4]",3.8,"now that she was looking closely , she realised that most of the rooms in the house had two doors .",3.8
MOP2,en,"If sources of income are not all taxed at equal rates , there is obviously an incentive to convert income into the untaxed form .",23,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,"if sources of income are not all taxed at equal rates , there is obviously an incentive to convert income into the untaxed form .",4.0
MOP2,en,"They both drank , conscious that it had been a long afternoon , and Shelley at least was thirsty .",17,"[4, 4, 4, 4, 4, 1, 4, 4, 1, 4, 1, 1, 4, 4, 1]",3.0,"they both drank , conscious that it had been a long afternoon , and shelley at least was thirsty .",3.0
MOP2,en,"What happens if Bruce or Pallistar gets injured , have they any ( decent ) cover .",13,"[4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 1, 1, 4, 1, 1]",3.0,"what happens if bruce or pallistar gets injured , have they any ( decent ) cover .",3.0
MOP2,en,But with his mother arrested it was now up to him to take charge of the rebellion in Poitou .,19,"[4, 4, 1, 4, 4, 4, 4, 4, 1, 4, 4, 1, 4, 4, 4, 4]",3.4375,but with his mother arrested it was now up to him to take charge of the rebellion in poitou .,3.4375
MOP2,en,"But who knows , the illustrious Mr Punch may yet ride again at some time in the future .",17,"[1, 4, 4, 4, 4, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",3.64705882353,"but who knows , the illustrious mr punch may yet ride again at some time in the future .",3.6470588235294117
MOP2,en,‘ Could that be pronounced Barry by any chance ? ’,8,"[1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",3.72727272727,‘ could that be pronounced barry by any chance ? ’,3.727272727272727
MOP2,en,He takes to it as a duck takes to water .,10,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,he takes to it as a duck takes to water .,4.0
MOP2,en,Average household size has decreased from 3.09 in 1961 to 2.55 in 1987 and will continue to decline ( Table 2.6 ) .,20,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,average household size has decreased from 3.09 in 1961 to 2.55 in 1987 and will continue to decline ( table 2.6 ) .,4.0
MOP2,en,The form by which the dialogue is represented is the one that best fits the mood and subject of the dialogue .,21,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,the form by which the dialogue is represented is the one that best fits the mood and subject of the dialogue .,4.0
MOP2,en,She had come to England from Berlin in the 1930s and had begun her studies at Central School of Arts and Crafts .,22,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,she had come to england from berlin in the 1930s and had begun her studies at central school of arts and crafts .,4.0
MOP2,en,‘ I'm tired of hearing complaints from the cook .,8,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,‘ i'm tired of hearing complaints from the cook .,4.0
MOP2,en,Being one of Prince's chosen women has its drawbacks .,9,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,being one of prince's chosen women has its drawbacks .,4.0
MOP2,en,"At least Ferdinando now knew a great deal of English , whatever she had said to Pen to make him feel important .",21,"[1, 4, 4, 1, 4, 4, 4, 4, 1, 4, 1, 1, 4, 1, 1]",2.6,"at least ferdinando now knew a great deal of english , whatever she had said to pen to make him feel important .",2.6
MOP2,en,"As though he remembered his manners , he looked an invitation at Nicandra .",12,"[4, 4, 1, 1, 1, 1, 1, 4, 1, 1, 4, 1]",2.0,"as though he remembered his manners , he looked an invitation at nicandra .",2.0
MOP2,en,"‘ Act Two — Beginners please , ’ said a tremulous voice from outside the door .",12,"[4, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",3.76923076923,"‘ act two — beginners please , ’ said a tremulous voice from outside the door .",3.769230769230769
MOP2,en,Coming and going — there had been too much of that .,10,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4]",3.8125,coming and going — there had been too much of that .,3.8125
MOP2,en,"Sow seed outdoors In spring , or divide the plants In spring , and allow 60cm ( 2ft ) between plants .",17,"[4, 4, 4, 4, 4, 1, 1, 4, 1, 1, 1, 4, 4, 1, 4]",2.8,"sow seed outdoors in spring , or divide the plants in spring , and allow 60cm ( 2ft ) between plants .",2.8
MOP2,en,"This has now been cut from to 3% 6.7% , but according to chairman Mike Tilbrook , the remaining holding ‘ continues to show a useful paper profit ’ .",25,"[4, 4, 1, 4, 1, 4, 1, 4, 1, 4, 4, 4, 4, 4]",3.14285714286,"this has now been cut from to 3% 6.7% , but according to chairman mike tilbrook , the remaining holding ‘ continues to show a useful paper profit ’ .",3.142857142857143
MOP2,en,Dexter guessed she was starting to share the same nagging sense of depression that had afflicted him since the end of the interview with Parkin .,25,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,dexter guessed she was starting to share the same nagging sense of depression that had afflicted him since the end of the interview with parkin .,4.0
